ID,DR,G,ND,WD,other
ID_FPFHSQ,0,0,0,0,0
ID_0EP227,0,0,0,0,0
ID_V4YIRS,0,0,0,0,0
ID_BIQ0CT,0,0,0,0,0
ID_ADWRDF,0,0,0,0,0
ID_PA8WGE,0,0,0,0,0
ID_YW4BBM,0,0,0,0,0
ID_G01C42,0,0,0,0,0
ID_GJXY6Q,0,0,0,0,0
ID_NVB4SJ,0,0,0,0,0
ID_OT32KG,0,0,0,0,0
ID_7D29ND,0,0,0,0,0
ID_CC5R7U,0,0,0,0,0
ID_NRI83R,0,0,0,0,0
ID_NE4LYB,0,0,0,0,0
ID_9MV25V,0,0,0,0,0
ID_K786I9,0,0,0,0,0
ID_FQ3SXF,0,0,0,0,0
ID_ZDTVAZ,0,0,0,0,0
ID_PTK20G,0,0,0,0,0
ID_8C6BTU,0,0,0,0,0
ID_V4KKYV,0,0,0,0,0
ID_DXFPN6,0,0,0,0,0
ID_FNHZ8V,0,0,0,0,0
ID_KPIGGJ,0,0,0,0,0
ID_XHSIJH,0,0,0,0,0
ID_AVDWA9,0,0,0,0,0
ID_NJFA7X,0,0,0,0,0
ID_JPR3Z5,0,0,0,0,0
ID_HA0PF5,0,0,0,0,0
ID_3TK9YR,0,0,0,0,0
ID_7BMKG2,0,0,0,0,0
ID_O9EEE7,0,0,0,0,0
ID_Y26BLO,0,0,0,0,0
ID_BPIXG9,0,0,0,0,0
ID_HS41UJ,0,0,0,0,0
ID_31R8D8,0,0,0,0,0
ID_D2OOHR,0,0,0,0,0
ID_YCJPXC,0,0,0,0,0
ID_NMY0Q2,0,0,0,0,0
ID_U201FI,0,0,0,0,0
ID_HDKVAU,0,0,0,0,0
ID_TQRPLX,0,0,0,0,0
ID_P45BHO,0,0,0,0,0
ID_LY9VJM,0,0,0,0,0
ID_R5QSNV,0,0,0,0,0
ID_ZNZPTM,0,0,0,0,0
ID_59LBK6,0,0,0,0,0
ID_1U940B,0,0,0,0,0
ID_UUAHS8,0,0,0,0,0
ID_D74REU,0,0,0,0,0
ID_XOYBF0,0,0,0,0,0
ID_ZC2SOL,0,0,0,0,0
ID_5WZ4M1,0,0,0,0,0
ID_XL9TY7,0,0,0,0,0
ID_YMCW3M,0,0,0,0,0
ID_R5FQMI,0,0,0,0,0
ID_56AJGD,0,0,0,0,0
ID_JIXNC6,0,0,0,0,0
ID_BZGMWT,0,0,0,0,0
ID_554QPI,0,0,0,0,0
ID_KP8WCG,0,0,0,0,0
ID_VG80BE,0,0,0,0,0
ID_60E3TU,0,0,0,0,0
ID_P5F280,0,0,0,0,0
ID_CK8JAY,0,0,0,0,0
ID_KKNDFK,0,0,0,0,0
ID_CS4BBO,0,0,0,0,0
ID_9H8OJ2,0,0,0,0,0
ID_AFWCF4,0,0,0,0,0
ID_E9KM70,0,0,0,0,0
ID_ASPTSX,0,0,0,0,0
ID_2YFKWD,0,0,0,0,0
ID_3Y9JS9,0,0,0,0,0
ID_TMM9WA,0,0,0,0,0
ID_4Q8ZAC,0,0,0,0,0
ID_8GJI2T,0,0,0,0,0
ID_2OLFQZ,0,0,0,0,0
ID_ZVZCKY,0,0,0,0,0
ID_160IIY,0,0,0,0,0
ID_XO5MO6,0,0,0,0,0
ID_EXIJGK,0,0,0,0,0
ID_KA6N6B,0,0,0,0,0
ID_8FKIAW,0,0,0,0,0
ID_G09SP6,0,0,0,0,0
ID_OVEZD1,0,0,0,0,0
ID_XUIVK7,0,0,0,0,0
ID_IAOUX8,0,0,0,0,0
ID_S5Y5GF,0,0,0,0,0
ID_PIL3D5,0,0,0,0,0
ID_K05JF0,0,0,0,0,0
ID_9MM69W,0,0,0,0,0
ID_H69Z1U,0,0,0,0,0
ID_5CFW2B,0,0,0,0,0
ID_0CMFCB,0,0,0,0,0
ID_WF0TH5,0,0,0,0,0
ID_UPBFH3,0,0,0,0,0
ID_QLQA7E,0,0,0,0,0
ID_YD1HLU,0,0,0,0,0
ID_NS91KY,0,0,0,0,0
ID_PKX4EV,0,0,0,0,0
ID_TSINUQ,0,0,0,0,0
ID_DXRDD3,0,0,0,0,0
ID_WH791M,0,0,0,0,0
ID_HZ4028,0,0,0,0,0
ID_WIUX0V,0,0,0,0,0
ID_NY168K,0,0,0,0,0
ID_R4KOSW,0,0,0,0,0
ID_AM1IW4,0,0,0,0,0
ID_PD4QCS,0,0,0,0,0
ID_40MFW6,0,0,0,0,0
ID_SZIQ4L,0,0,0,0,0
ID_KYVYT6,0,0,0,0,0
ID_GW5IBC,0,0,0,0,0
ID_5VRDWA,0,0,0,0,0
ID_GORK26,0,0,0,0,0
ID_3W8RZP,0,0,0,0,0
ID_S1GU73,0,0,0,0,0
ID_2CZAP0,0,0,0,0,0
ID_1N2AWT,0,0,0,0,0
ID_BHHZ30,0,0,0,0,0
ID_E93W50,0,0,0,0,0
ID_3UIYCC,0,0,0,0,0
ID_7YSSX8,0,0,0,0,0
ID_54R6OG,0,0,0,0,0
ID_8BG41T,0,0,0,0,0
ID_NQVZHR,0,0,0,0,0
ID_E9IYDX,0,0,0,0,0
ID_Y8XSP1,0,0,0,0,0
ID_Y3VTWY,0,0,0,0,0
ID_XTOJ0U,0,0,0,0,0
ID_8C7WHL,0,0,0,0,0
ID_KNTGMS,0,0,0,0,0
ID_GPJ06H,0,0,0,0,0
ID_DIICX6,0,0,0,0,0
ID_8SQN0C,0,0,0,0,0
ID_ZS0GJ3,0,0,0,0,0
ID_QTPKFF,0,0,0,0,0
ID_MEGC6F,0,0,0,0,0
ID_4H5JBG,0,0,0,0,0
ID_DU99PS,0,0,0,0,0
ID_Y594NB,0,0,0,0,0
ID_L1DY61,0,0,0,0,0
ID_9IVTV0,0,0,0,0,0
ID_8ILXNF,0,0,0,0,0
ID_MZH48P,0,0,0,0,0
ID_AW3JEJ,0,0,0,0,0
ID_2XOEQF,0,0,0,0,0
ID_CVZ44K,0,0,0,0,0
ID_XWQH4O,0,0,0,0,0
ID_WEZ6TC,0,0,0,0,0
ID_SUHSU1,0,0,0,0,0
ID_3NL7PN,0,0,0,0,0
ID_XJLI7N,0,0,0,0,0
ID_AHZ9L0,0,0,0,0,0
ID_S2RLJU,0,0,0,0,0
ID_4QDAYE,0,0,0,0,0
ID_9YII98,0,0,0,0,0
ID_S5G11H,0,0,0,0,0
ID_VPNXVZ,0,0,0,0,0
ID_XLA3SA,0,0,0,0,0
ID_YY3WL7,0,0,0,0,0
ID_N70IPJ,0,0,0,0,0
ID_K33BTQ,0,0,0,0,0
ID_AWKQ7O,0,0,0,0,0
ID_W31M06,0,0,0,0,0
ID_R2FV4S,0,0,0,0,0
ID_BFV7TL,0,0,0,0,0
ID_HY35VH,0,0,0,0,0
ID_MHQI9L,0,0,0,0,0
ID_IQDFD0,0,0,0,0,0
ID_DBS5PR,0,0,0,0,0
ID_CIO3CC,0,0,0,0,0
ID_T3079D,0,0,0,0,0
ID_AJ72TM,0,0,0,0,0
ID_2IBADU,0,0,0,0,0
ID_VMT12J,0,0,0,0,0
ID_S63XFF,0,0,0,0,0
ID_L416T8,0,0,0,0,0
ID_0ZSPCS,0,0,0,0,0
ID_SYM5A6,0,0,0,0,0
ID_H9R4KU,0,0,0,0,0
ID_R0ET1R,0,0,0,0,0
ID_7NT7M1,0,0,0,0,0
ID_EAZ0JV,0,0,0,0,0
ID_UZQCV6,0,0,0,0,0
ID_YP8D9E,0,0,0,0,0
ID_Q6MEH7,0,0,0,0,0
ID_R0RF25,0,0,0,0,0
ID_XC1ZS9,0,0,0,0,0
ID_KKHL1G,0,0,0,0,0
ID_S8PPR0,0,0,0,0,0
ID_GQ9BHT,0,0,0,0,0
ID_5MVRRK,0,0,0,0,0
ID_GAJC5R,0,0,0,0,0
ID_RWCCF7,0,0,0,0,0
ID_WVFUYH,0,0,0,0,0
ID_565IPW,0,0,0,0,0
ID_GVM42I,0,0,0,0,0
ID_475HF5,0,0,0,0,0
ID_NCPHF9,0,0,0,0,0
ID_V79471,0,0,0,0,0
ID_J6EZYN,0,0,0,0,0
ID_M1ZXY3,0,0,0,0,0
ID_5BUVEB,0,0,0,0,0
ID_3FJ0JK,0,0,0,0,0
ID_E0RPD0,0,0,0,0,0
ID_PDSV2W,0,0,0,0,0
ID_Y7MWEA,0,0,0,0,0
ID_1PT0WE,0,0,0,0,0
ID_Y6SJOW,0,0,0,0,0
ID_9BGDBO,0,0,0,0,0
ID_4NHNBG,0,0,0,0,0
ID_99FADZ,0,0,0,0,0
ID_1H5TYB,0,0,0,0,0
ID_3AJBJ2,0,0,0,0,0
ID_2QB0PI,0,0,0,0,0
ID_9DO8EF,0,0,0,0,0
ID_O6FYKX,0,0,0,0,0
ID_EJOW7T,0,0,0,0,0
ID_UY0KDI,0,0,0,0,0
ID_KVG9AB,0,0,0,0,0
ID_FS6S2Q,0,0,0,0,0
ID_HDD3AG,0,0,0,0,0
ID_AK513H,0,0,0,0,0
ID_DC5BEE,0,0,0,0,0
ID_I9NRJS,0,0,0,0,0
ID_RYM1Y8,0,0,0,0,0
ID_WI9RDS,0,0,0,0,0
ID_G8KD4R,0,0,0,0,0
ID_OCNWEJ,0,0,0,0,0
ID_4F8C27,0,0,0,0,0
ID_J8KC5S,0,0,0,0,0
ID_CXBZV5,0,0,0,0,0
ID_8WX2GY,0,0,0,0,0
ID_8BEDBG,0,0,0,0,0
ID_PNP4Z4,0,0,0,0,0
ID_GFD5RN,0,0,0,0,0
ID_61DWIB,0,0,0,0,0
ID_1XT8W3,0,0,0,0,0
ID_B5A1IC,0,0,0,0,0
ID_ZAJDJZ,0,0,0,0,0
ID_BZ1FMR,0,0,0,0,0
ID_7EI1IV,0,0,0,0,0
ID_NIS08N,0,0,0,0,0
ID_8SN658,0,0,0,0,0
ID_XKFCQW,0,0,0,0,0
ID_7EIAV1,0,0,0,0,0
ID_FGJMJJ,0,0,0,0,0
ID_B5KJRX,0,0,0,0,0
ID_C6GSM2,0,0,0,0,0
ID_LUPCQI,0,0,0,0,0
ID_TXYZ4E,0,0,0,0,0
ID_LJCS7R,0,0,0,0,0
ID_G3FXGI,0,0,0,0,0
ID_28Q3EA,0,0,0,0,0
ID_WYBGNK,0,0,0,0,0
ID_CBXWCS,0,0,0,0,0
ID_W2N0X8,0,0,0,0,0
ID_7PTCKE,0,0,0,0,0
ID_SWBRBM,0,0,0,0,0
ID_9OQAC7,0,0,0,0,0
ID_A3V36T,0,0,0,0,0
ID_SLKZSP,0,0,0,0,0
