Place_ID X Date,target
0Q2LTOG X 2020-03-27,0
0Q2LTOG X 2020-03-28,0
0Q2LTOG X 2020-03-29,0
0Q2LTOG X 2020-03-30,0
0Q2LTOG X 2020-03-31,0
0Q2LTOG X 2020-04-01,0
0Q2LTOG X 2020-04-02,0
0Q2LTOG X 2020-04-03,0
0Q2LTOG X 2020-04-04,0
15WCXN1 X 2020-01-02,0
15WCXN1 X 2020-01-03,0
15WCXN1 X 2020-01-04,0
15WCXN1 X 2020-01-05,0
15WCXN1 X 2020-01-06,0
15WCXN1 X 2020-01-07,0
15WCXN1 X 2020-01-08,0
15WCXN1 X 2020-01-09,0
15WCXN1 X 2020-01-10,0
15WCXN1 X 2020-01-11,0
15WCXN1 X 2020-01-12,0
15WCXN1 X 2020-01-13,0
15WCXN1 X 2020-01-14,0
15WCXN1 X 2020-01-15,0
15WCXN1 X 2020-01-16,0
15WCXN1 X 2020-01-17,0
15WCXN1 X 2020-01-18,0
15WCXN1 X 2020-01-19,0
15WCXN1 X 2020-01-20,0
15WCXN1 X 2020-01-21,0
15WCXN1 X 2020-01-22,0
15WCXN1 X 2020-01-23,0
15WCXN1 X 2020-01-24,0
15WCXN1 X 2020-01-25,0
15WCXN1 X 2020-01-26,0
15WCXN1 X 2020-01-27,0
15WCXN1 X 2020-01-28,0
15WCXN1 X 2020-01-29,0
15WCXN1 X 2020-01-30,0
15WCXN1 X 2020-01-31,0
15WCXN1 X 2020-02-01,0
15WCXN1 X 2020-02-02,0
15WCXN1 X 2020-02-03,0
15WCXN1 X 2020-02-04,0
15WCXN1 X 2020-02-05,0
15WCXN1 X 2020-02-06,0
15WCXN1 X 2020-02-07,0
15WCXN1 X 2020-02-08,0
15WCXN1 X 2020-02-09,0
15WCXN1 X 2020-02-10,0
15WCXN1 X 2020-02-11,0
15WCXN1 X 2020-02-12,0
15WCXN1 X 2020-02-13,0
15WCXN1 X 2020-02-14,0
15WCXN1 X 2020-02-15,0
15WCXN1 X 2020-02-16,0
15WCXN1 X 2020-02-17,0
15WCXN1 X 2020-02-18,0
15WCXN1 X 2020-02-19,0
15WCXN1 X 2020-02-20,0
15WCXN1 X 2020-02-21,0
15WCXN1 X 2020-02-22,0
15WCXN1 X 2020-02-23,0
15WCXN1 X 2020-02-24,0
15WCXN1 X 2020-02-25,0
15WCXN1 X 2020-02-26,0
15WCXN1 X 2020-02-27,0
15WCXN1 X 2020-02-28,0
15WCXN1 X 2020-02-29,0
15WCXN1 X 2020-03-01,0
15WCXN1 X 2020-03-02,0
15WCXN1 X 2020-03-03,0
15WCXN1 X 2020-03-04,0
15WCXN1 X 2020-03-05,0
15WCXN1 X 2020-03-06,0
15WCXN1 X 2020-03-07,0
15WCXN1 X 2020-03-08,0
15WCXN1 X 2020-03-09,0
15WCXN1 X 2020-03-10,0
15WCXN1 X 2020-03-11,0
15WCXN1 X 2020-03-12,0
15WCXN1 X 2020-03-13,0
15WCXN1 X 2020-03-14,0
15WCXN1 X 2020-03-15,0
15WCXN1 X 2020-03-16,0
15WCXN1 X 2020-03-17,0
15WCXN1 X 2020-03-18,0
15WCXN1 X 2020-03-19,0
15WCXN1 X 2020-03-20,0
15WCXN1 X 2020-03-21,0
15WCXN1 X 2020-03-22,0
15WCXN1 X 2020-03-23,0
15WCXN1 X 2020-03-24,0
15WCXN1 X 2020-03-25,0
15WCXN1 X 2020-03-26,0
15WCXN1 X 2020-03-27,0
15WCXN1 X 2020-03-28,0
15WCXN1 X 2020-03-29,0
15WCXN1 X 2020-03-30,0
15WCXN1 X 2020-03-31,0
15WCXN1 X 2020-04-01,0
15WCXN1 X 2020-04-02,0
15WCXN1 X 2020-04-03,0
15WCXN1 X 2020-04-04,0
19090SM X 2020-01-02,0
19090SM X 2020-01-03,0
19090SM X 2020-01-04,0
19090SM X 2020-01-05,0
19090SM X 2020-01-06,0
19090SM X 2020-01-07,0
19090SM X 2020-01-08,0
19090SM X 2020-01-09,0
19090SM X 2020-01-10,0
19090SM X 2020-01-11,0
19090SM X 2020-01-12,0
19090SM X 2020-01-13,0
19090SM X 2020-01-14,0
19090SM X 2020-01-15,0
19090SM X 2020-01-16,0
19090SM X 2020-01-17,0
19090SM X 2020-01-18,0
19090SM X 2020-01-19,0
19090SM X 2020-01-20,0
19090SM X 2020-01-21,0
19090SM X 2020-01-22,0
19090SM X 2020-01-23,0
19090SM X 2020-02-18,0
19090SM X 2020-02-19,0
19090SM X 2020-02-20,0
19090SM X 2020-02-21,0
19090SM X 2020-02-22,0
19090SM X 2020-02-23,0
19090SM X 2020-02-24,0
19090SM X 2020-02-25,0
19090SM X 2020-02-26,0
19090SM X 2020-02-27,0
19090SM X 2020-02-28,0
19090SM X 2020-02-29,0
19090SM X 2020-03-01,0
19090SM X 2020-03-02,0
19090SM X 2020-03-03,0
19090SM X 2020-03-04,0
19090SM X 2020-03-05,0
19090SM X 2020-03-06,0
19090SM X 2020-03-07,0
19090SM X 2020-03-08,0
19090SM X 2020-03-09,0
19090SM X 2020-03-10,0
19090SM X 2020-03-11,0
19090SM X 2020-03-12,0
19090SM X 2020-03-13,0
19090SM X 2020-03-14,0
19090SM X 2020-03-15,0
19090SM X 2020-03-16,0
19090SM X 2020-03-17,0
19090SM X 2020-03-18,0
19090SM X 2020-03-19,0
19090SM X 2020-03-20,0
19090SM X 2020-03-21,0
19090SM X 2020-03-22,0
19090SM X 2020-03-23,0
19090SM X 2020-03-24,0
19090SM X 2020-03-25,0
19090SM X 2020-03-26,0
19090SM X 2020-03-27,0
19090SM X 2020-03-28,0
19090SM X 2020-03-29,0
19090SM X 2020-03-30,0
19090SM X 2020-03-31,0
19090SM X 2020-04-01,0
19090SM X 2020-04-02,0
19090SM X 2020-04-03,0
19090SM X 2020-04-04,0
1BD5TVT X 2020-01-02,0
1BD5TVT X 2020-01-03,0
1BD5TVT X 2020-01-04,0
1BD5TVT X 2020-01-05,0
1BD5TVT X 2020-01-06,0
1BD5TVT X 2020-01-07,0
1BD5TVT X 2020-01-08,0
1BD5TVT X 2020-01-09,0
1BD5TVT X 2020-01-10,0
1BD5TVT X 2020-01-11,0
1BD5TVT X 2020-01-12,0
1BD5TVT X 2020-01-13,0
1BD5TVT X 2020-01-14,0
1BD5TVT X 2020-01-15,0
1BD5TVT X 2020-01-16,0
1BD5TVT X 2020-01-17,0
1BD5TVT X 2020-01-18,0
1BD5TVT X 2020-01-19,0
1BD5TVT X 2020-01-20,0
1BD5TVT X 2020-01-21,0
1BD5TVT X 2020-01-22,0
1BD5TVT X 2020-01-23,0
1BD5TVT X 2020-01-24,0
1BD5TVT X 2020-01-25,0
1BD5TVT X 2020-01-26,0
1BD5TVT X 2020-01-27,0
1BD5TVT X 2020-01-28,0
1BD5TVT X 2020-01-29,0
1BD5TVT X 2020-01-30,0
1BD5TVT X 2020-01-31,0
1BD5TVT X 2020-02-01,0
1BD5TVT X 2020-02-02,0
1BD5TVT X 2020-02-03,0
1BD5TVT X 2020-02-04,0
1BD5TVT X 2020-02-05,0
1BD5TVT X 2020-02-06,0
1BD5TVT X 2020-02-07,0
1BD5TVT X 2020-02-08,0
1BD5TVT X 2020-02-09,0
1BD5TVT X 2020-02-10,0
1BD5TVT X 2020-02-11,0
1BD5TVT X 2020-02-12,0
1BD5TVT X 2020-02-13,0
1BD5TVT X 2020-02-14,0
1BD5TVT X 2020-02-15,0
1BD5TVT X 2020-02-16,0
1BD5TVT X 2020-02-17,0
1BD5TVT X 2020-02-18,0
1BD5TVT X 2020-02-19,0
1BD5TVT X 2020-02-20,0
1BD5TVT X 2020-02-21,0
1BD5TVT X 2020-02-22,0
1BD5TVT X 2020-02-23,0
1BD5TVT X 2020-02-24,0
1BD5TVT X 2020-02-25,0
1BD5TVT X 2020-02-26,0
1BD5TVT X 2020-02-27,0
1BD5TVT X 2020-02-28,0
1BD5TVT X 2020-02-29,0
1BD5TVT X 2020-03-01,0
1BD5TVT X 2020-03-02,0
1BD5TVT X 2020-03-03,0
1BD5TVT X 2020-03-04,0
1BD5TVT X 2020-03-05,0
1BD5TVT X 2020-03-06,0
1BD5TVT X 2020-03-07,0
1BD5TVT X 2020-03-08,0
1BD5TVT X 2020-03-09,0
1BD5TVT X 2020-03-10,0
1BD5TVT X 2020-03-11,0
1BD5TVT X 2020-03-12,0
1BD5TVT X 2020-03-13,0
1BD5TVT X 2020-03-14,0
1BD5TVT X 2020-03-15,0
1BD5TVT X 2020-03-16,0
1BD5TVT X 2020-03-17,0
1BD5TVT X 2020-03-18,0
1BD5TVT X 2020-03-19,0
1BD5TVT X 2020-03-20,0
1BD5TVT X 2020-03-21,0
1BD5TVT X 2020-03-22,0
1BD5TVT X 2020-03-23,0
1BD5TVT X 2020-03-24,0
1BD5TVT X 2020-03-25,0
1BD5TVT X 2020-03-26,0
1BD5TVT X 2020-03-27,0
1BD5TVT X 2020-03-28,0
1BD5TVT X 2020-03-29,0
1BD5TVT X 2020-03-30,0
1BD5TVT X 2020-03-31,0
1BD5TVT X 2020-04-01,0
1BD5TVT X 2020-04-02,0
1BD5TVT X 2020-04-03,0
1BD5TVT X 2020-04-04,0
1JJE0UY X 2020-01-02,0
1JJE0UY X 2020-01-03,0
1JJE0UY X 2020-01-04,0
1JJE0UY X 2020-01-05,0
1JJE0UY X 2020-01-06,0
1JJE0UY X 2020-01-07,0
1JJE0UY X 2020-01-08,0
1JJE0UY X 2020-01-09,0
1JJE0UY X 2020-01-10,0
1JJE0UY X 2020-01-11,0
1JJE0UY X 2020-01-12,0
1JJE0UY X 2020-01-13,0
1JJE0UY X 2020-01-14,0
1JJE0UY X 2020-01-15,0
1JJE0UY X 2020-01-16,0
1JJE0UY X 2020-01-17,0
1JJE0UY X 2020-01-18,0
1JJE0UY X 2020-01-19,0
1JJE0UY X 2020-01-20,0
1JJE0UY X 2020-01-21,0
1JJE0UY X 2020-01-22,0
1JJE0UY X 2020-01-23,0
1JJE0UY X 2020-01-24,0
1JJE0UY X 2020-01-25,0
1JJE0UY X 2020-01-26,0
1JJE0UY X 2020-01-27,0
1JJE0UY X 2020-01-28,0
1JJE0UY X 2020-01-29,0
1JJE0UY X 2020-01-30,0
1JJE0UY X 2020-01-31,0
1JJE0UY X 2020-02-01,0
1JJE0UY X 2020-02-02,0
1JJE0UY X 2020-02-03,0
1JJE0UY X 2020-02-04,0
1JJE0UY X 2020-02-05,0
1JJE0UY X 2020-02-06,0
1JJE0UY X 2020-02-07,0
1JJE0UY X 2020-02-08,0
1JJE0UY X 2020-02-09,0
1JJE0UY X 2020-02-10,0
1JJE0UY X 2020-02-11,0
1JJE0UY X 2020-02-12,0
1JJE0UY X 2020-02-13,0
1JJE0UY X 2020-02-14,0
1JJE0UY X 2020-02-15,0
1JJE0UY X 2020-02-16,0
1JJE0UY X 2020-02-17,0
1JJE0UY X 2020-02-18,0
1JJE0UY X 2020-02-19,0
1JJE0UY X 2020-02-20,0
1JJE0UY X 2020-02-21,0
1JJE0UY X 2020-02-22,0
1JJE0UY X 2020-02-23,0
1JJE0UY X 2020-02-24,0
1JJE0UY X 2020-02-25,0
1JJE0UY X 2020-02-26,0
1JJE0UY X 2020-02-27,0
1JJE0UY X 2020-02-28,0
1JJE0UY X 2020-02-29,0
1JJE0UY X 2020-03-01,0
1JJE0UY X 2020-03-02,0
1JJE0UY X 2020-03-03,0
1JJE0UY X 2020-03-04,0
1JJE0UY X 2020-03-05,0
1JJE0UY X 2020-03-06,0
1JJE0UY X 2020-03-07,0
1JJE0UY X 2020-03-08,0
1JJE0UY X 2020-03-09,0
1JJE0UY X 2020-03-10,0
1JJE0UY X 2020-03-11,0
1JJE0UY X 2020-03-12,0
1JJE0UY X 2020-03-13,0
1JJE0UY X 2020-03-14,0
1JJE0UY X 2020-03-15,0
1JJE0UY X 2020-03-16,0
1JJE0UY X 2020-03-17,0
1JJE0UY X 2020-03-18,0
1JJE0UY X 2020-03-19,0
1JJE0UY X 2020-03-20,0
1JJE0UY X 2020-03-21,0
1JJE0UY X 2020-03-22,0
1JJE0UY X 2020-03-23,0
1JJE0UY X 2020-03-24,0
1JJE0UY X 2020-03-25,0
1JJE0UY X 2020-03-26,0
1JJE0UY X 2020-03-27,0
1JJE0UY X 2020-03-28,0
1JJE0UY X 2020-03-29,0
1JJE0UY X 2020-03-30,0
1JJE0UY X 2020-03-31,0
1JJE0UY X 2020-04-01,0
1JJE0UY X 2020-04-02,0
1JJE0UY X 2020-04-03,0
1JJE0UY X 2020-04-04,0
1PILPB3 X 2020-01-02,0
1PILPB3 X 2020-01-03,0
1PILPB3 X 2020-01-04,0
1PILPB3 X 2020-01-05,0
1PILPB3 X 2020-01-06,0
1PILPB3 X 2020-01-07,0
1PILPB3 X 2020-01-08,0
1PILPB3 X 2020-01-09,0
1PILPB3 X 2020-01-10,0
1PILPB3 X 2020-01-11,0
1PILPB3 X 2020-01-12,0
1PILPB3 X 2020-01-13,0
1PILPB3 X 2020-01-14,0
1PILPB3 X 2020-01-15,0
1PILPB3 X 2020-01-16,0
1PILPB3 X 2020-01-17,0
1PILPB3 X 2020-01-18,0
1PILPB3 X 2020-01-19,0
1PILPB3 X 2020-01-20,0
1PILPB3 X 2020-01-21,0
1PILPB3 X 2020-01-22,0
1PILPB3 X 2020-01-23,0
1PILPB3 X 2020-01-24,0
1PILPB3 X 2020-01-25,0
1PILPB3 X 2020-01-26,0
1PILPB3 X 2020-01-27,0
1PILPB3 X 2020-01-28,0
1PILPB3 X 2020-01-29,0
1PILPB3 X 2020-01-30,0
1PILPB3 X 2020-01-31,0
1PILPB3 X 2020-02-01,0
1PILPB3 X 2020-02-02,0
1PILPB3 X 2020-02-03,0
1PILPB3 X 2020-02-04,0
1PILPB3 X 2020-02-05,0
1PILPB3 X 2020-02-06,0
1PILPB3 X 2020-02-07,0
1PILPB3 X 2020-02-08,0
1PILPB3 X 2020-02-09,0
1PILPB3 X 2020-02-10,0
1PILPB3 X 2020-02-11,0
1PILPB3 X 2020-02-12,0
1PILPB3 X 2020-02-13,0
1PILPB3 X 2020-02-14,0
1PILPB3 X 2020-02-15,0
1PILPB3 X 2020-02-16,0
1PILPB3 X 2020-02-17,0
1PILPB3 X 2020-02-18,0
1PILPB3 X 2020-02-19,0
1PILPB3 X 2020-02-20,0
1PILPB3 X 2020-02-21,0
1PILPB3 X 2020-02-22,0
1PILPB3 X 2020-02-23,0
1PILPB3 X 2020-02-24,0
1PILPB3 X 2020-02-25,0
1PILPB3 X 2020-02-26,0
1PILPB3 X 2020-02-27,0
1PILPB3 X 2020-02-28,0
1PILPB3 X 2020-02-29,0
1PILPB3 X 2020-03-01,0
1PILPB3 X 2020-03-02,0
1PILPB3 X 2020-03-03,0
1PILPB3 X 2020-03-04,0
1PILPB3 X 2020-03-05,0
1PILPB3 X 2020-03-06,0
1PILPB3 X 2020-03-07,0
1PILPB3 X 2020-03-08,0
1PILPB3 X 2020-03-09,0
1PILPB3 X 2020-03-10,0
1PILPB3 X 2020-03-11,0
1PILPB3 X 2020-03-12,0
1PILPB3 X 2020-03-13,0
1PILPB3 X 2020-03-14,0
1PILPB3 X 2020-03-15,0
1PILPB3 X 2020-03-16,0
1PILPB3 X 2020-03-17,0
1PILPB3 X 2020-03-18,0
1PILPB3 X 2020-03-19,0
1PILPB3 X 2020-03-20,0
1PILPB3 X 2020-03-21,0
1PILPB3 X 2020-03-22,0
1PILPB3 X 2020-03-23,0
1PILPB3 X 2020-03-24,0
1PILPB3 X 2020-03-25,0
1PILPB3 X 2020-03-26,0
1PILPB3 X 2020-03-27,0
1PILPB3 X 2020-03-28,0
1PILPB3 X 2020-03-29,0
1PILPB3 X 2020-03-30,0
1PILPB3 X 2020-03-31,0
1PILPB3 X 2020-04-01,0
1PILPB3 X 2020-04-02,0
1PILPB3 X 2020-04-03,0
1PILPB3 X 2020-04-04,0
1WV2OIN X 2020-01-02,0
1WV2OIN X 2020-01-03,0
1WV2OIN X 2020-01-04,0
1WV2OIN X 2020-01-05,0
1WV2OIN X 2020-01-06,0
1WV2OIN X 2020-01-07,0
1WV2OIN X 2020-01-08,0
1WV2OIN X 2020-01-09,0
1WV2OIN X 2020-01-10,0
1WV2OIN X 2020-01-11,0
1WV2OIN X 2020-01-12,0
1WV2OIN X 2020-01-13,0
1WV2OIN X 2020-01-14,0
1WV2OIN X 2020-01-15,0
1WV2OIN X 2020-01-16,0
1WV2OIN X 2020-01-17,0
1WV2OIN X 2020-01-18,0
1WV2OIN X 2020-01-19,0
1WV2OIN X 2020-01-20,0
1WV2OIN X 2020-01-21,0
1WV2OIN X 2020-01-22,0
1WV2OIN X 2020-01-23,0
1WV2OIN X 2020-01-24,0
1WV2OIN X 2020-01-25,0
1WV2OIN X 2020-01-26,0
1WV2OIN X 2020-01-27,0
1WV2OIN X 2020-01-28,0
1WV2OIN X 2020-01-29,0
1WV2OIN X 2020-01-30,0
1WV2OIN X 2020-01-31,0
1WV2OIN X 2020-02-01,0
1WV2OIN X 2020-02-02,0
1WV2OIN X 2020-02-03,0
1WV2OIN X 2020-02-04,0
1WV2OIN X 2020-02-05,0
1WV2OIN X 2020-02-06,0
1WV2OIN X 2020-02-07,0
1WV2OIN X 2020-02-08,0
1WV2OIN X 2020-02-09,0
1WV2OIN X 2020-02-10,0
1WV2OIN X 2020-02-11,0
1WV2OIN X 2020-02-12,0
1WV2OIN X 2020-02-13,0
1WV2OIN X 2020-02-14,0
1WV2OIN X 2020-02-15,0
1WV2OIN X 2020-02-16,0
1WV2OIN X 2020-02-17,0
1WV2OIN X 2020-02-18,0
1WV2OIN X 2020-02-19,0
1WV2OIN X 2020-02-20,0
1WV2OIN X 2020-02-21,0
1WV2OIN X 2020-02-22,0
1WV2OIN X 2020-02-23,0
1WV2OIN X 2020-02-24,0
1WV2OIN X 2020-02-25,0
1WV2OIN X 2020-02-26,0
1WV2OIN X 2020-02-27,0
1WV2OIN X 2020-02-28,0
1WV2OIN X 2020-02-29,0
1WV2OIN X 2020-03-01,0
1WV2OIN X 2020-03-02,0
1WV2OIN X 2020-03-03,0
1WV2OIN X 2020-03-04,0
1WV2OIN X 2020-03-05,0
1WV2OIN X 2020-03-06,0
1WV2OIN X 2020-03-07,0
1WV2OIN X 2020-03-08,0
1WV2OIN X 2020-03-09,0
1WV2OIN X 2020-03-10,0
1WV2OIN X 2020-03-11,0
1WV2OIN X 2020-03-12,0
1WV2OIN X 2020-03-13,0
1WV2OIN X 2020-03-14,0
1WV2OIN X 2020-03-15,0
1WV2OIN X 2020-03-16,0
1WV2OIN X 2020-03-17,0
1WV2OIN X 2020-03-18,0
1WV2OIN X 2020-03-19,0
1WV2OIN X 2020-03-20,0
1WV2OIN X 2020-03-21,0
1WV2OIN X 2020-03-22,0
1WV2OIN X 2020-03-23,0
1WV2OIN X 2020-03-24,0
1WV2OIN X 2020-03-25,0
1WV2OIN X 2020-03-26,0
1WV2OIN X 2020-03-27,0
1WV2OIN X 2020-03-28,0
1WV2OIN X 2020-03-29,0
1WV2OIN X 2020-03-30,0
1WV2OIN X 2020-03-31,0
1WV2OIN X 2020-04-01,0
1WV2OIN X 2020-04-02,0
1WV2OIN X 2020-04-03,0
1WV2OIN X 2020-04-04,0
27N3G71 X 2020-01-02,0
27N3G71 X 2020-01-03,0
27N3G71 X 2020-01-04,0
27N3G71 X 2020-01-05,0
27N3G71 X 2020-01-06,0
27N3G71 X 2020-01-07,0
27N3G71 X 2020-01-08,0
27N3G71 X 2020-01-09,0
27N3G71 X 2020-01-10,0
27N3G71 X 2020-01-11,0
27N3G71 X 2020-01-12,0
27N3G71 X 2020-01-13,0
27N3G71 X 2020-01-14,0
27N3G71 X 2020-01-15,0
27N3G71 X 2020-01-16,0
27N3G71 X 2020-01-17,0
27N3G71 X 2020-01-18,0
27N3G71 X 2020-01-19,0
27N3G71 X 2020-01-20,0
27N3G71 X 2020-01-21,0
27N3G71 X 2020-01-22,0
27N3G71 X 2020-01-23,0
27N3G71 X 2020-01-24,0
27N3G71 X 2020-01-25,0
27N3G71 X 2020-01-26,0
27N3G71 X 2020-01-27,0
27N3G71 X 2020-01-28,0
27N3G71 X 2020-01-29,0
27N3G71 X 2020-01-30,0
27N3G71 X 2020-01-31,0
27N3G71 X 2020-02-01,0
27N3G71 X 2020-02-02,0
27N3G71 X 2020-02-03,0
27N3G71 X 2020-02-04,0
27N3G71 X 2020-02-05,0
27N3G71 X 2020-02-06,0
27N3G71 X 2020-02-07,0
27N3G71 X 2020-02-08,0
27N3G71 X 2020-02-09,0
27N3G71 X 2020-02-10,0
27N3G71 X 2020-02-11,0
27N3G71 X 2020-02-12,0
27N3G71 X 2020-02-13,0
27N3G71 X 2020-02-14,0
27N3G71 X 2020-02-15,0
27N3G71 X 2020-02-16,0
27N3G71 X 2020-02-17,0
27N3G71 X 2020-02-18,0
27N3G71 X 2020-02-19,0
27N3G71 X 2020-02-20,0
27N3G71 X 2020-02-21,0
27N3G71 X 2020-02-22,0
27N3G71 X 2020-02-23,0
27N3G71 X 2020-02-24,0
27N3G71 X 2020-02-25,0
27N3G71 X 2020-02-26,0
27N3G71 X 2020-02-27,0
27N3G71 X 2020-02-28,0
27N3G71 X 2020-02-29,0
